x,y,err,iters,ok
-1.1333,-1.0767,0.000000,1,1
-1.0767,-1.0767,0.000000,1,1
-1.0200,-1.0767,0.000000,1,1
-0.9633,-1.0767,0.000000,1,1
-0.9067,-1.0767,0.000000,1,1
-0.8500,-1.0767,0.000000,1,1
-0.7933,-1.0767,0.000000,1,1
-0.7367,-1.0767,0.000000,1,1
-0.6800,-1.0767,0.000000,1,1
-0.6233,-1.0767,0.000000,1,1
-0.5667,-1.0767,0.000000,1,1
-0.5100,-1.0767,0.000000,1,1
-0.4533,-1.0767,0.000000,1,1
-0.3967,-1.0767,0.000000,1,1
-0.3400,-1.0767,0.000000,1,1
-0.2833,-1.0767,0.000000,1,1
-0.2267,-1.0767,0.000000,1,1
-0.1700,-1.0767,0.000000,1,1
-0.1133,-1.0767,0.000000,1,1
-0.0567,-1.0767,0.000000,1,1
0.0000,-1.0767,0.000000,1,1
0.0567,-1.0767,0.000000,1,1
0.1133,-1.0767,0.000000,1,1
0.1700,-1.0767,0.000000,1,1
0.2267,-1.0767,0.000000,1,1
0.2833,-1.0767,0.000000,1,1
0.3400,-1.0767,0.000000,1,1
0.3967,-1.0767,0.000000,1,1
0.4533,-1.0767,0.000000,1,1
0.5100,-1.0767,0.000000,1,1
0.5667,-1.0767,0.000000,1,1
0.6233,-1.0767,0.000000,1,1
0.6800,-1.0767,0.000000,1,1
0.7367,-1.0767,0.000000,1,1
0.7933,-1.0767,0.000000,1,1
0.8500,-1.0767,0.000000,1,1
0.9067,-1.0767,0.000000,1,1
0.9633,-1.0767,0.000000,1,1
1.0200,-1.0767,0.000000,1,1
1.0767,-1.0767,0.000000,1,1
1.1333,-1.0767,0.000000,1,1
1.1900,-1.0767,0.000000,1,1
1.2467,-1.0767,0.000000,1,1
1.3033,-1.0767,0.000000,1,1
1.3600,-1.0767,0.034593,120,0
1.4167,-1.0767,0.079369,120,0
1.4733,-1.0767,0.124807,120,0
1.5300,-1.0767,0.170858,120,0
1.5867,-1.0767,0.217478,120,0
1.6433,-1.0767,0.264626,120,0
1.7000,-1.0767,0.312265,120,0
-1.7000,-1.0200,0.282524,120,0
-1.6433,-1.0200,0.234152,120,0
-1.5867,-1.0200,0.186243,120,0
-1.5300,-1.0200,0.138831,120,0
-1.4733,-1.0200,0.091957,120,0
-1.4167,-1.0200,0.045665,120,0
-1.3600,-1.0200,0.000010,1,1
-1.3033,-1.0200,0.000000,1,1
-1.2467,-1.0200,0.000000,1,1
-1.1900,-1.0200,0.000000,1,1
-1.1333,-1.0200,0.000000,1,1
-1.0767,-1.0200,0.000000,1,1
-1.0200,-1.0200,0.000000,1,1
-0.9633,-1.0200,0.000000,1,1
-0.9067,-1.0200,0.000000,1,1
-0.8500,-1.0200,0.000000,1,1
-0.7933,-1.0200,0.000000,1,1
-0.7367,-1.0200,0.000000,1,1
-0.6800,-1.0200,0.000000,1,1
-0.6233,-1.0200,0.000000,1,1
-0.5667,-1.0200,0.000000,1,1
-0.5100,-1.0200,0.000000,1,1
-0.4533,-1.0200,0.000000,1,1
-0.3967,-1.0200,0.000000,1,1
-0.3400,-1.0200,0.000000,1,1
-0.2833,-1.0200,0.000000,1,1
-0.2267,-1.0200,0.000000,1,1
-0.1700,-1.0200,0.000000,1,1
-0.1133,-1.0200,0.000000,1,1
-0.0567,-1.0200,0.000000,1,1
0.0000,-1.0200,0.000000,1,1
0.0567,-1.0200,0.000000,1,1
0.1133,-1.0200,0.000000,1,1
0.1700,-1.0200,0.000000,1,1
0.2267,-1.0200,0.000000,1,1
0.2833,-1.0200,0.000000,1,1
0.3400,-1.0200,0.000000,1,1
0.3967,-1.0200,0.000000,1,1
0.4533,-1.0200,0.000000,1,1
0.5100,-1.0200,0.000000,1,1
0.5667,-1.0200,0.000000,1,1
0.6233,-1.0200,0.000000,1,1
0.6800,-1.0200,0.000000,1,1
0.7367,-1.0200,0.000000,1,1
0.7933,-1.0200,0.000000,1,1
0.8500,-1.0200,0.000000,1,1
0.9067,-1.0200,0.000000,1,1
0.9633,-1.0200,0.000000,1,1
1.0200,-1.0200,0.000000,1,1
1.0767,-1.0200,0.000000,1,1
1.1333,-1.0200,0.000000,1,1
1.1900,-1.0200,0.000000,1,1
1.2467,-1.0200,0.000000,1,1
1.3033,-1.0200,0.000000,1,1
1.3600,-1.0200,0.000010,1,1
1.4167,-1.0200,0.045665,120,0
1.4733,-1.0200,0.091957,120,0
1.5300,-1.0200,0.138831,120,0
1.5867,-1.0200,0.186243,120,0
1.6433,-1.0200,0.234152,120,0
1.7000,-1.0200,0.282524,120,0
-1.7000,-0.9633,0.253973,120,0
-1.6433,-0.9633,0.204877,120,0
-1.5867,-0.9633,0.156212,120,0
-1.5300,-0.9633,0.108013,120,0
-1.4733,-0.9633,0.060319,120,0
-1.4167,-0.9633,0.013174,120,0
-1.3600,-0.9633,0.000000,1,1
-1.3033,-0.9633,0.000000,1,1
-1.2467,-0.9633,0.000000,1,1
-1.1900,-0.9633,0.594592,120,0
-1.1333,-0.9633,0.585340,120,0
-1.0767,-0.9633,0.578536,120,0
-1.0200,-0.9633,0.574217,120,0
-0.9633,-0.9633,0.572410,120,0
-0.9067,-0.9633,0.573124,120,0
-0.8500,-0.9633,0.576357,120,0
-0.7933,-0.9633,0.582089,120,0
-0.7367,-0.9633,0.590286,120,0
-0.6800,-0.9633,0.000000,1,1
-0.6233,-0.9633,0.000000,1,1
-0.5667,-0.9633,0.000000,1,1
-0.5100,-0.9633,0.000000,1,1
-0.4533,-0.9633,0.000000,1,1
-0.3967,-0.9633,0.000000,1,1
-0.3400,-0.9633,0.000000,1,1
-0.2833,-0.9633,0.000000,1,1
-0.2267,-0.9633,0.000000,1,1
-0.1700,-0.9633,0.000000,1,1
-0.1133,-0.9633,0.000000,1,1
-0.0567,-0.9633,0.000000,1,1
0.0000,-0.9633,0.000000,1,1
0.0567,-0.9633,0.000000,1,1
0.1133,-0.9633,0.000000,1,1
0.1700,-0.9633,0.000000,1,1
0.2267,-0.9633,0.000000,1,1
0.2833,-0.9633,0.000000,1,1
0.3400,-0.9633,0.000000,1,1
0.3967,-0.9633,0.000000,1,1
0.4533,-0.9633,0.000000,1,1
0.5100,-0.9633,0.000000,1,1
0.5667,-0.9633,0.000000,1,1
0.6233,-0.9633,0.000000,1,1
0.6800,-0.9633,0.000000,1,1
0.7367,-0.9633,0.000000,1,1
0.7933,-0.9633,0.000000,1,1
0.8500,-0.9633,0.000000,1,1
0.9067,-0.9633,0.000000,1,1
0.9633,-0.9633,0.000000,1,1
1.0200,-0.9633,0.000000,1,1
1.0767,-0.9633,0.000000,1,1
1.1333,-0.9633,0.000000,1,1
1.1900,-0.9633,0.000000,1,1
1.2467,-0.9633,0.000000,1,1
1.3033,-0.9633,0.000000,1,1
1.3600,-0.9633,0.000000,1,1
1.4167,-0.9633,0.013174,120,0
1.4733,-0.9633,0.060319,120,0
1.5300,-0.9633,0.108013,120,0
1.5867,-0.9633,0.156212,120,0
1.6433,-0.9633,0.204877,120,0
1.7000,-0.9633,0.253973,120,0
-1.7000,-0.9067,0.226667,120,0
-1.6433,-0.9067,0.176856,120,0
-1.5867,-0.9067,0.127445,120,0
-1.5300,-0.9067,0.078467,120,0
-1.4733,-0.9067,0.029959,120,0
-1.4167,-0.9067,0.000000,1,1
-1.3600,-0.9067,0.000000,1,1
-1.3033,-0.9067,0.565696,120,0
-1.2467,-0.9067,0.551108,120,0
-1.1900,-0.9067,0.538943,120,0
-1.1333,-0.9067,0.529273,120,0
-1.0767,-0.9067,0.522156,120,0
-1.0200,-0.9067,0.517637,120,0
-0.9633,-0.9067,0.515746,120,0
-0.9067,-0.9067,0.516494,120,0
-0.8500,-0.9067,0.519877,120,0
-0.7933,-0.9067,0.525872,120,0
-0.7367,-0.9067,0.534443,120,0
-0.6800,-0.9067,0.545535,120,0
-0.6233,-0.9067,0.559083,120,0
-0.5667,-0.9067,0.000000,1,1
-0.5100,-0.9067,0.000000,1,1
-0.4533,-0.9067,0.000000,1,1
-0.3967,-0.9067,0.000000,1,1
-0.3400,-0.9067,0.000000,1,1
-0.2833,-0.9067,0.000000,1,1
-0.2267,-0.9067,0.000000,1,1
-0.1700,-0.9067,0.000000,1,1
-0.1133,-0.9067,0.000000,1,1
-0.0567,-0.9067,0.000000,1,1
0.0000,-0.9067,0.000000,1,1
0.0567,-0.9067,0.000000,1,1
0.1133,-0.9067,0.000000,1,1
0.1700,-0.9067,0.000000,1,1
0.2267,-0.9067,0.000000,1,1
0.2833,-0.9067,0.000000,1,1
0.3400,-0.9067,0.000000,1,1
0.3967,-0.9067,0.000000,1,1
0.4533,-0.9067,0.000000,1,1
0.5100,-0.9067,0.000000,1,1
0.5667,-0.9067,0.000000,1,1
0.6233,-0.9067,0.000000,1,1
0.6800,-0.9067,0.000000,1,1
0.7367,-0.9067,0.000000,1,1
0.7933,-0.9067,0.000000,1,1
0.8500,-0.9067,0.000000,1,1
0.9067,-0.9067,0.000000,1,1
0.9633,-0.9067,0.000000,1,1
1.0200,-0.9067,0.000000,1,1
1.0767,-0.9067,0.000000,1,1
1.1333,-0.9067,0.000000,1,1
1.1900,-0.9067,0.000000,1,1
1.2467,-0.9067,0.000000,1,1
1.3033,-0.9067,0.000000,1,1
1.3600,-0.9067,0.000000,1,1
1.4167,-0.9067,0.000000,1,1
1.4733,-0.9067,0.029959,120,0
1.5300,-0.9067,0.078467,120,0
1.5867,-0.9067,0.127445,120,0
1.6433,-0.9067,0.176856,120,0
1.7000,-0.9067,0.226667,120,0
-1.7000,-0.8500,0.200658,120,0
-1.6433,-0.8500,0.150147,120,0
-1.5867,-0.8500,0.100003,120,0
-1.5300,-0.8500,0.050257,120,0
-1.4733,-0.8500,0.000954,1,1
-1.4167,-0.8500,0.000000,1,1
-1.3600,-0.8500,0.529046,120,0
-1.3033,-0.8500,0.511371,120,0
-1.2467,-0.8500,0.496121,120,0
-1.1900,-0.8500,0.483391,120,0
-1.1333,-0.8500,0.473263,120,0
-1.0767,-0.8500,0.465804,120,0
-1.0200,-0.8500,0.461066,120,0
-0.9633,-0.8500,0.459082,120,0
-0.9067,-0.8500,0.459867,120,0
-0.8500,-0.8500,0.463414,120,0
-0.7933,-0.8500,0.469700,120,0
-0.7367,-0.8500,0.478679,120,0
-0.6800,-0.8500,0.490291,120,0
-0.6233,-0.8500,0.504460,120,0
-0.5667,-0.8500,0.521096,120,0
-0.5100,-0.8500,0.540101,120,0
-0.4533,-0.8500,0.000000,1,1
-0.3967,-0.8500,0.000000,1,1
-0.3400,-0.8500,0.000000,1,1
-0.2833,-0.8500,0.000000,1,1
-0.2267,-0.8500,0.000000,1,1
-0.1700,-0.8500,0.000000,1,1
-0.1133,-0.8500,0.000000,1,1
-0.0567,-0.8500,0.000000,1,1
0.0000,-0.8500,0.000000,1,1
0.0567,-0.8500,0.000000,1,1
0.1133,-0.8500,0.000000,1,1
0.1700,-0.8500,0.000000,1,1
0.2267,-0.8500,0.000000,1,1
0.2833,-0.8500,0.000000,1,1
0.3400,-0.8500,0.000000,1,1
0.3967,-0.8500,0.000000,1,1
0.4533,-0.8500,0.000000,1,1
0.5100,-0.8500,0.000000,1,1
0.5667,-0.8500,0.000000,1,1
0.6233,-0.8500,0.000000,1,1
0.6800,-0.8500,0.000000,1,1
0.7367,-0.8500,0.000000,1,1
0.7933,-0.8500,0.000000,1,1
0.8500,-0.8500,0.000000,1,1
0.9067,-0.8500,0.000000,1,1
0.9633,-0.8500,0.000000,1,1
1.0200,-0.8500,0.000000,1,1
1.0767,-0.8500,0.000000,1,1
1.1333,-0.8500,0.000000,1,1
1.1900,-0.8500,0.000000,1,1
1.2467,-0.8500,0.000000,1,1
1.3033,-0.8500,0.000000,1,1
1.3600,-0.8500,0.000000,1,1
1.4167,-0.8500,0.000000,1,1
1.4733,-0.8500,0.000954,1,1
1.5300,-0.8500,0.050257,120,0
1.5867,-0.8500,0.100003,120,0
1.6433,-0.8500,0.150147,120,0
1.7000,-0.8500,0.200658,120,0
-1.7000,-0.7933,0.176000,120,0
-1.6433,-0.7933,0.124807,120,0
-1.5867,-0.7933,0.073947,120,0
-1.5300,-0.7933,0.023451,120,0
-1.4733,-0.7933,0.000000,1,1
-1.4167,-0.7933,0.496649,120,0
-1.3600,-0.7933,0.475760,120,0
-1.3033,-0.7933,0.457271,120,0
-1.2467,-0.7933,0.441298,120,0
-1.1900,-0.7933,0.427950,120,0
-1.1333,-0.7933,0.417319,120,0
-1.0767,-0.7933,0.409484,120,0
-1.0200,-0.7933,0.404504,120,0
-0.9633,-0.7933,0.402419,120,0
-0.9067,-0.7933,0.403244,120,0
-0.8500,-0.7933,0.406973,120,0
-0.7933,-0.7933,0.413577,120,0
-0.7367,-0.7933,0.423005,120,0
-0.6800,-0.7933,0.435186,120,0
-0.6233,-0.7933,0.450034,120,0
-0.5667,-0.7933,0.467447,120,0
-0.5100,-0.7933,0.487311,120,0
-0.4533,-0.7933,0.509506,120,0
-0.3967,-0.7933,0.000000,1,1
-0.3400,-0.7933,0.000000,1,1
-0.2833,-0.7933,0.000000,1,1
-0.2267,-0.7933,0.000000,1,1
-0.1700,-0.7933,0.000000,1,1
-0.1133,-0.7933,0.000000,1,1
-0.0567,-0.7933,0.000000,1,1
0.0000,-0.7933,0.000000,1,1
0.0567,-0.7933,0.000000,1,1
0.1133,-0.7933,0.000000,1,1
0.1700,-0.7933,0.000000,1,1
0.2267,-0.7933,0.000000,1,1
0.2833,-0.7933,0.000000,1,1
0.3400,-0.7933,0.000000,1,1
0.3967,-0.7933,0.000000,1,1
0.4533,-0.7933,0.000000,1,1
0.5100,-0.7933,0.000000,1,1
0.5667,-0.7933,0.000000,1,1
0.6233,-0.7933,0.000000,1,1
0.6800,-0.7933,0.000000,1,1
0.7367,-0.7933,0.000000,1,1
0.7933,-0.7933,0.000000,1,1
0.8500,-0.7933,0.000000,1,1
0.9067,-0.7933,0.000000,1,1
0.9633,-0.7933,0.000000,1,1
1.0200,-0.7933,0.000000,1,1
1.0767,-0.7933,0.000000,1,1
1.1333,-0.7933,0.000000,1,1
1.1900,-0.7933,0.000000,1,1
1.2467,-0.7933,0.000000,1,1
1.3033,-0.7933,0.000000,1,1
1.3600,-0.7933,0.000000,1,1
1.4167,-0.7933,0.000000,1,1
1.4733,-0.7933,0.000000,1,1
1.5300,-0.7933,0.023451,120,0
1.5867,-0.7933,0.073947,120,0
1.6433,-0.7933,0.124807,120,0
1.7000,-0.7933,0.176000,120,0
-1.7000,-0.7367,0.152749,120,0
-1.6433,-0.7367,0.100895,120,0
-1.5867,-0.7367,0.049340,120,0
-1.5300,-0.7367,0.000000,1,1
-1.4733,-0.7367,0.468857,120,0
-1.4167,-0.7367,0.444660,120,0
-1.3600,-0.7367,0.422804,120,0
-1.3033,-0.7367,0.403428,120,0
-1.2467,-0.7367,0.386664,120,0
-1.1900,-0.7367,0.372636,120,0
-1.1333,-0.7367,0.361451,120,0
-1.0767,-0.7367,0.353201,120,0
-1.0200,-0.7367,0.347954,120,0
-0.9633,-0.7367,0.345756,120,0
-0.9067,-0.7367,0.346625,120,0
-0.8500,-0.7367,0.350555,120,0
-0.7933,-0.7367,0.357512,120,0
-0.7367,-0.7367,0.367435,120,0
-0.6800,-0.7367,0.380243,120,0
-0.6233,-0.7367,0.395836,120,0
-0.5667,-0.7367,0.414096,120,0
-0.5100,-0.7367,0.434894,120,0
-0.4533,-0.7367,0.458094,120,0
-0.3967,-0.7367,0.000000,1,1
-0.3400,-0.7367,0.000000,1,1
-0.2833,-0.7367,0.000000,1,1
-0.2267,-0.7367,0.000000,1,1
-0.1700,-0.7367,0.000000,1,1
-0.1133,-0.7367,0.000000,1,1
-0.0567,-0.7367,0.000000,1,1
0.0000,-0.7367,0.000000,1,1
0.0567,-0.7367,0.000000,1,1
0.1133,-0.7367,0.000000,1,1
0.1700,-0.7367,0.000000,1,1
0.2267,-0.7367,0.000000,1,1
0.2833,-0.7367,0.000000,1,1
0.3400,-0.7367,0.000000,1,1
0.3967,-0.7367,0.000000,1,1
0.4533,-0.7367,0.000000,1,1
0.5100,-0.7367,0.000000,1,1
0.5667,-0.7367,0.000000,1,1
0.6233,-0.7367,0.000000,1,1
0.6800,-0.7367,0.000000,1,1
0.7367,-0.7367,0.000000,1,1
0.7933,-0.7367,0.000000,1,1
0.8500,-0.7367,0.000000,1,1
0.9067,-0.7367,0.000000,1,1
0.9633,-0.7367,0.000000,1,1
1.0200,-0.7367,0.000000,1,1
1.0767,-0.7367,0.000000,1,1
1.1333,-0.7367,0.000000,1,1
1.1900,-0.7367,0.000000,1,1
1.2467,-0.7367,0.000000,1,1
1.3033,-0.7367,0.000000,1,1
1.3600,-0.7367,0.000000,1,1
1.4167,-0.7367,0.000000,1,1
1.4733,-0.7367,0.000000,1,1
1.5300,-0.7367,0.000000,1,1
1.5867,-0.7367,0.049340,120,0
1.6433,-0.7367,0.100895,120,0
1.7000,-0.7367,0.152749,120,0
-1.7000,-0.6800,0.130956,120,0
-1.6433,-0.6800,0.078467,120,0
-1.5867,-0.6800,0.026243,120,0
-1.5300,-0.6800,0.446006,120,0
-1.4733,-0.6800,0.418449,120,0
-1.4167,-0.6800,0.393137,120,0
-1.3600,-0.6800,0.370229,120,0
-1.3033,-0.6800,0.349883,120,0
-1.2467,-0.6800,0.332250,120,0
-1.1900,-0.6800,0.317472,120,0
-1.1333,-0.6800,0.305674,120,0
-1.0767,-0.6800,0.296962,120,0
-1.0200,-0.6800,0.291417,120,0
-0.9633,-0.6800,0.289093,120,0
-0.9067,-0.6800,0.290013,120,0
-0.8500,-0.6800,0.294167,120,0
-0.7933,-0.6800,0.301514,120,0
-0.7367,-0.6800,0.311987,120,0
-0.6800,-0.6800,0.325488,120,0
-0.6233,-0.6800,0.341901,120,0
-0.5667,-0.6800,0.361089,120,0
-0.5100,-0.6800,0.382906,120,0
-0.4533,-0.6800,0.407196,120,0
-0.3967,-0.6800,0.433800,120,0
-0.3400,-0.6800,0.000000,1,1
-0.2833,-0.6800,0.000000,1,1
-0.2267,-0.6800,0.000000,1,1
-0.1700,-0.6800,0.000000,1,1
-0.1133,-0.6800,0.000000,1,1
-0.0567,-0.6800,0.000000,1,1
0.0000,-0.6800,0.000000,1,1
0.0567,-0.6800,0.000000,1,1
0.1133,-0.6800,0.000000,1,1
0.1700,-0.6800,0.000000,1,1
0.2267,-0.6800,0.000000,1,1
0.2833,-0.6800,0.000000,1,1
0.3400,-0.6800,0.000000,1,1
0.3967,-0.6800,0.000000,1,1
0.4533,-0.6800,0.000000,1,1
0.5100,-0.6800,0.000000,1,1
0.5667,-0.6800,0.000000,1,1
0.6233,-0.6800,0.000000,1,1
0.6800,-0.6800,0.000000,1,1
0.7367,-0.6800,0.000000,1,1
0.7933,-0.6800,0.000000,1,1
0.8500,-0.6800,0.000000,1,1
0.9067,-0.6800,0.000000,1,1
0.9633,-0.6800,0.000000,1,1
1.0200,-0.6800,0.000000,1,1
1.0767,-0.6800,0.000000,1,1
1.1333,-0.6800,0.000000,1,1
1.1900,-0.6800,0.000000,1,1
1.2467,-0.6800,0.000000,1,1
1.3033,-0.6800,0.000000,1,1
1.3600,-0.6800,0.000000,1,1
1.4167,-0.6800,0.000000,1,1
1.4733,-0.6800,0.000000,1,1
1.5300,-0.6800,0.000000,1,1
1.5867,-0.6800,0.026243,120,0
1.6433,-0.6800,0.078467,120,0
1.7000,-0.6800,0.130956,120,0
-1.7000,-0.6233,0.110675,120,0
-1.6433,-0.6233,0.057581,120,0
-1.5867,-0.6233,0.004726,1,1
-1.5300,-0.6233,0.397476,120,0
-1.4733,-0.6233,0.368667,120,0
-1.4167,-0.6233,0.342147,120,0
-1.3600,-0.6233,0.318092,120,0
-1.3033,-0.6233,0.296683,120,0
-1.2467,-0.6233,0.278091,120,0
-1.1900,-0.6233,0.262482,120,0
-1.1333,-0.6233,0.250001,120,0
-1.0767,-0.6233,0.240774,120,0
-1.0200,-0.6233,0.234896,120,0
-0.9633,-0.6233,0.232431,120,0
-0.9067,-0.6233,0.233406,120,0
-0.8500,-0.6233,0.237811,120,0
-0.7933,-0.6233,0.245597,120,0
-0.7367,-0.6233,0.256682,120,0
-0.6800,-0.6233,0.270953,120,0
-0.6233,-0.6233,0.288271,120,0
-0.5667,-0.6233,0.308480,120,0
-0.5100,-0.6233,0.331411,120,0
-0.4533,-0.6233,0.356885,120,0
-0.3967,-0.6233,0.384724,120,0
-0.3400,-0.6233,0.414750,120,0
-0.2833,-0.6233,0.000000,1,1
-0.2267,-0.6233,0.000000,1,1
-0.1700,-0.6233,0.000000,1,1
-0.1133,-0.6233,0.000000,1,1
-0.0567,-0.6233,0.000000,1,1
0.0000,-0.6233,0.000000,1,1
0.0567,-0.6233,0.000000,1,1
0.1133,-0.6233,0.000000,1,1
0.1700,-0.6233,0.000000,1,1
0.2267,-0.6233,0.000000,1,1
0.2833,-0.6233,0.000000,1,1
0.3400,-0.6233,0.000000,1,1
0.3967,-0.6233,0.000000,1,1
0.4533,-0.6233,0.000000,1,1
0.5100,-0.6233,0.000000,1,1
0.5667,-0.6233,0.000000,1,1
0.6233,-0.6233,0.000000,1,1
0.6800,-0.6233,0.000000,1,1
0.7367,-0.6233,0.000000,1,1
0.7933,-0.6233,0.000000,1,1
0.8500,-0.6233,0.000000,1,1
0.9067,-0.6233,0.000000,1,1
0.9633,-0.6233,0.000000,1,1
1.0200,-0.6233,0.000000,1,1
1.0767,-0.6233,0.000000,1,1
1.1333,-0.6233,0.000000,1,1
1.1900,-0.6233,0.000000,1,1
1.2467,-0.6233,0.000000,1,1
1.3033,-0.6233,0.000000,1,1
1.3600,-0.6233,0.000000,1,1
1.4167,-0.6233,0.000000,1,1
1.4733,-0.6233,0.000000,1,1
1.5300,-0.6233,0.000000,1,1
1.5867,-0.6233,0.004726,1,1
1.6433,-0.6233,0.057581,120,0
1.7000,-0.6233,0.110675,120,0
-1.7000,-0.5667,0.091957,120,0
-1.6433,-0.5667,0.038291,120,0
-1.5867,-0.5667,0.382045,120,0
-1.5300,-0.5667,0.349761,120,0
-1.4733,-0.5667,0.319605,120,0
-1.4167,-0.5667,0.291774,120,0
-1.3600,-0.5667,0.266466,120,0
-1.3033,-0.5667,0.243886,120,0
-1.2467,-0.5667,0.224233,120,0
-1.1900,-0.5667,0.207698,120,0
-1.1333,-0.5667,0.194453,120,0
-1.0767,-0.5667,0.184647,120,0
-1.0200,-0.5667,0.178393,120,0
-0.9633,-0.5667,0.175770,120,0
-0.9067,-0.5667,0.176808,120,0
-0.8500,-0.5667,0.181495,120,0
-0.7933,-0.5667,0.189774,120,0
-0.7367,-0.5667,0.201546,120,0
-0.6800,-0.5667,0.216675,120,0
-0.6233,-0.5667,0.235000,120,0
-0.5667,-0.5667,0.256335,120,0
-0.5100,-0.5667,0.280486,120,0
-0.4533,-0.5667,0.307249,120,0
-0.3967,-0.5667,0.336422,120,0
-0.3400,-0.5667,0.367807,120,0
-0.2833,-0.5667,0.000000,1,1
-0.2267,-0.5667,0.000000,1,1
-0.1700,-0.5667,0.000000,1,1
-0.1133,-0.5667,0.000000,1,1
-0.0567,-0.5667,0.000000,1,1
0.0000,-0.5667,0.000000,1,1
0.0567,-0.5667,0.000000,1,1
0.1133,-0.5667,0.000000,1,1
0.1700,-0.5667,0.000000,1,1
0.2267,-0.5667,0.000000,1,1
0.2833,-0.5667,0.000000,1,1
0.3400,-0.5667,0.000000,1,1
0.3967,-0.5667,0.000000,1,1
0.4533,-0.5667,0.000000,1,1
0.5100,-0.5667,0.000000,1,1
0.5667,-0.5667,0.000000,1,1
0.6233,-0.5667,0.000000,1,1
0.6800,-0.5667,0.000000,1,1
0.7367,-0.5667,0.000000,1,1
0.7933,-0.5667,0.000000,1,1
0.8500,-0.5667,0.000000,1,1
0.9067,-0.5667,0.000000,1,1
0.9633,-0.5667,0.000000,1,1
1.0200,-0.5667,0.000000,1,1
1.0767,-0.5667,0.000000,1,1
1.1333,-0.5667,0.000000,1,1
1.1900,-0.5667,0.000000,1,1
1.2467,-0.5667,0.000000,1,1
1.3033,-0.5667,0.000000,1,1
1.3600,-0.5667,0.000000,1,1
1.4167,-0.5667,0.000000,1,1
1.4733,-0.5667,0.000000,1,1
1.5300,-0.5667,0.000000,1,1
1.5867,-0.5667,0.000000,1,1
1.6433,-0.5667,0.038291,120,0
1.7000,-0.5667,0.091957,120,0
-1.7000,-0.5100,0.409822,120,0
-1.6433,-0.5100,0.372397,120,0
-1.5867,-0.5100,0.336720,120,0
-1.5300,-0.5100,0.302978,120,0
-1.4733,-0.5100,0.271371,120,0
-1.4167,-0.5100,0.242116,120,0
-1.3600,-0.5100,0.215436,120,0
-1.3033,-0.5100,0.191565,120,0
-1.2467,-0.5100,0.170732,120,0
-1.1900,-0.5100,0.153160,120,0
-1.1333,-0.5100,0.139055,120,0
-1.0767,-0.5100,0.128593,120,0
-1.0200,-0.5100,0.121914,120,0
-0.9633,-0.5100,0.119109,120,0
-0.9067,-0.5100,0.120219,120,0
-0.8500,-0.5100,0.125228,120,0
-0.7933,-0.5100,0.134066,120,0
-0.7367,-0.5100,0.146612,120,0
-0.6800,-0.5100,0.162705,120,0
-0.6233,-0.5100,0.182152,120,0
-0.5667,-0.5100,0.204734,120,0
-0.5100,-0.5100,0.230226,120,0
-0.4533,-0.5100,0.258393,120,0
-0.3967,-0.5100,0.289008,120,0
-0.3400,-0.5100,0.321851,120,0
-0.2833,-0.5100,0.356713,120,0
-0.2267,-0.5100,0.000000,1,1
-0.1700,-0.5100,0.000000,1,1
-0.1133,-0.5100,0.000000,1,1
-0.0567,-0.5100,0.000000,1,1
0.0000,-0.5100,0.000000,1,1
0.0567,-0.5100,0.000000,1,1
0.1133,-0.5100,0.000000,1,1
0.1700,-0.5100,0.000000,1,1
0.2267,-0.5100,0.000000,1,1
0.2833,-0.5100,0.000000,1,1
0.3400,-0.5100,0.000000,1,1
0.3967,-0.5100,0.000000,1,1
0.4533,-0.5100,0.000000,1,1
0.5100,-0.5100,0.000000,1,1
0.5667,-0.5100,0.000000,1,1
0.6233,-0.5100,0.000000,1,1
0.6800,-0.5100,0.000000,1,1
0.7367,-0.5100,0.000000,1,1
0.7933,-0.5100,0.000000,1,1
0.8500,-0.5100,0.000000,1,1
0.9067,-0.5100,0.000000,1,1
0.9633,-0.5100,0.000000,1,1
1.0200,-0.5100,0.000000,1,1
1.0767,-0.5100,0.000000,1,1
1.1333,-0.5100,0.000000,1,1
1.1900,-0.5100,0.000000,1,1
1.2467,-0.5100,0.000000,1,1
1.3033,-0.5100,0.000000,1,1
1.3600,-0.5100,0.000000,1,1
1.4167,-0.5100,0.000000,1,1
1.4733,-0.5100,0.000000,1,1
1.5300,-0.5100,0.000000,1,1
1.5867,-0.5100,0.000000,1,1
1.6433,-0.5100,0.020654,120,0
1.7000,-0.5100,0.074852,120,0
-1.7000,-0.4533,0.368688,120,0
-1.6433,-0.4533,0.329769,120,0
-1.5867,-0.4533,0.292561,120,0
-1.5300,-0.4533,0.257264,120,0
-1.4733,-0.4533,0.224095,120,0
-1.4167,-0.4533,0.193292,120,0
-1.3600,-0.4533,0.165109,120,0
-1.3033,-0.4533,0.139808,120,0
-1.2467,-0.4533,0.117657,120,0
-1.1900,-0.4533,0.098919,120,0
-1.1333,-0.4533,0.083839,120,0
-1.0767,-0.4533,0.072629,120,0
-1.0200,-0.4533,0.065461,120,0
-0.9633,-0.4533,0.062449,120,0
-0.9067,-0.4533,0.063642,120,0
-0.8500,-0.4533,0.069019,120,0
-0.7933,-0.4533,0.078495,120,0
-0.7367,-0.4533,0.091922,120,0
-0.6800,-0.4533,0.109104,120,0
-0.6233,-0.4533,0.129808,120,0
-0.5667,-0.4533,0.153776,120,0
