ix,iy,iz,x,y,z,targetDist,ok
7,9,3,-1.180799,30.863402,-5.394201,1.361208,0
8,9,3,1.228801,30.863402,-5.394201,1.161147,0
9,9,3,3.638402,30.863402,-5.394201,2.456909,0
10,9,3,6.048002,30.863402,-5.394201,4.079534,0
0,10,3,-18.048002,33.273002,-5.394201,6.970405,0
1,10,3,-15.638402,33.273002,-5.394201,5.323809,0
2,10,3,-13.228801,33.273002,-5.394201,3.888549,0
3,10,3,-10.819201,33.273002,-5.394201,2.732964,0
4,10,3,-8.409600,33.273002,-5.394201,1.932734,0
5,10,3,-6.000000,33.273002,-5.394201,1.544184,0
6,10,3,-3.590400,33.273002,-5.394201,1.580233,0
7,10,3,-1.180799,33.273002,-5.394201,2.040746,0
8,10,3,1.228801,33.273002,-5.394201,2.906376,0
9,10,3,3.638402,33.273002,-5.394201,4.114844,0
10,10,3,6.048002,33.273002,-5.394201,5.590464,0
0,0,4,-18.048002,9.176998,-2.984600,7.437423,0
1,0,4,-15.638402,9.176998,-2.984600,5.835257,0
2,0,4,-13.228801,9.176998,-2.984600,4.444957,0
3,0,4,-10.819201,9.176998,-2.984600,3.328657,0
4,0,4,-8.409600,9.176998,-2.984600,2.552787,0
5,0,4,-6.000000,9.176998,-2.984600,2.170609,0
6,0,4,-3.590400,9.176998,-2.984600,2.206378,0
7,0,4,-1.180799,9.176998,-2.984600,2.658045,0
8,0,4,1.228801,9.176998,-2.984600,3.496180,0
9,0,4,3.638402,9.176998,-2.984600,4.663789,0
10,0,4,6.048002,9.176998,-2.984600,6.094209,0
0,1,4,-18.048002,11.586598,-2.984600,5.867074,0
1,1,4,-15.638402,11.586598,-2.984600,4.105812,0
2,1,4,-13.228801,11.586598,-2.984600,2.556256,0
3,1,4,-10.819201,11.586598,-2.984600,1.327327,0
4,1,4,-8.409600,11.586598,-2.984600,0.437092,0
5,1,4,-6.000000,11.586598,-2.984600,0.364085,0
6,1,4,-3.590400,11.586598,-2.984600,1.464182,0
7,1,4,-1.180799,11.586598,-2.984600,0.836422,0
8,1,4,1.228801,11.586598,-2.984600,1.506753,0
9,1,4,3.638402,11.586598,-2.984600,2.800902,0
10,1,4,6.048002,11.586598,-2.984600,4.392415,0
0,2,4,-18.048002,13.996199,-2.984600,4.513959,0
1,2,4,-15.638402,13.996199,-2.984600,2.594863,0
2,2,4,-13.228801,13.996199,-2.984600,0.952697,0
3,2,4,-10.819201,13.996199,-2.984600,2.999125,0
4,2,4,-8.409600,13.996199,-2.984600,4.907355,0
5,2,4,-6.000000,13.996199,-2.984600,5.561941,0
6,2,4,-3.590400,13.996199,-2.984600,5.996534,0
7,2,4,-1.180799,13.996199,-2.984600,5.664482,0
8,2,4,1.228801,13.996199,-2.984600,3.630520,0
9,2,4,3.638402,13.996199,-2.984600,1.201445,0
10,2,4,6.048002,13.996199,-2.984600,2.908162,0
0,3,4,-18.048002,16.405799,-2.984600,3.439274,0
1,3,4,-15.638402,16.405799,-2.984600,1.405657,0
2,3,4,-13.228801,16.405799,-2.984600,3.084063,0
3,3,4,-10.819201,16.405799,-2.984600,6.024155,0
4,3,4,-8.409600,16.405799,-2.984600,7.406437,0
5,3,4,-6.000000,16.405799,-2.984600,7.970808,0
6,3,4,-3.590400,16.405799,-2.984600,8.259125,0
7,3,4,-1.180799,16.405799,-2.984600,7.961573,0
8,3,4,1.228801,16.405799,-2.984600,6.652012,0
9,3,4,3.638402,16.405799,-2.984600,3.333081,0
10,3,4,6.048002,16.405799,-2.984600,1.730082,0
0,4,4,-18.048002,18.815400,-2.984600,2.706774,0
1,4,4,-15.638402,18.815400,-2.984600,0.593776,0
2,4,4,-13.228801,18.815400,-2.984600,5.165138,0
3,4,4,-10.819201,18.815400,-2.984600,7.529623,0
4,4,4,-8.409600,18.815400,-2.984600,8.811278,0
5,4,4,-6.000000,18.815400,-2.984600,9.399353,0
6,4,4,-3.590400,18.815400,-2.984600,9.573608,0
7,4,4,-1.180799,18.815400,-2.984600,9.199169,0
8,4,4,1.228801,18.815400,-2.984600,8.046216,0
9,4,4,3.638402,18.815400,-2.984600,5.675300,0
10,4,4,6.048002,18.815400,-2.984600,0.991265,0
0,5,4,-18.048002,21.225000,-2.984600,2.366441,0
1,5,4,-15.638402,21.225000,-2.984600,0.622365,0
2,5,4,-13.228801,21.225000,-2.984600,5.935700,0
3,5,4,-10.819201,21.225000,-2.984600,8.154644,0
4,5,4,-8.409600,21.225000,-2.984600,9.429832,0
5,5,4,-6.000000,21.225000,-2.984600,10.066817,0
6,5,4,-3.590400,21.225000,-2.984600,10.170042,0
7,5,4,-1.180799,21.225000,-2.984600,9.722984,0
8,5,4,1.228801,21.225000,-2.984600,8.606220,0
9,5,4,3.638402,21.225000,-2.984600,6.442778,0
10,5,4,6.048002,21.225000,-2.984600,0.883667,0
0,6,4,-18.048002,23.634600,-2.984600,2.440815,0
1,6,4,-15.638402,23.634600,-2.984600,0.231079,0
2,6,4,-13.228801,23.634600,-2.984600,5.774405,0
3,6,4,-10.819201,23.634600,-2.984600,8.021001,0
4,6,4,-8.409600,23.634600,-2.984600,9.295199,0
5,6,4,-6.000000,23.634600,-2.984600,9.917728,0
6,6,4,-3.590400,23.634600,-2.984600,10.038394,0
7,6,4,-1.180799,23.634600,-2.984600,9.610518,0
8,6,4,1.228801,23.634600,-2.984600,8.487525,0
9,6,4,3.638402,23.634600,-2.984600,6.284192,0
10,6,4,6.048002,23.634600,-2.984600,0.854719,0
0,7,4,-18.048002,26.044201,-2.984600,2.925173,0
1,7,4,-15.638402,26.044201,-2.984600,0.873231,0
2,7,4,-13.228801,26.044201,-2.984600,4.618376,0
3,7,4,-10.819201,26.044201,-2.984600,7.107360,0
4,7,4,-8.409600,26.044201,-2.984600,8.406618,0
5,7,4,-6.000000,26.044201,-2.984600,8.979638,0
6,7,4,-3.590400,26.044201,-2.984600,9.191234,0
7,7,4,-1.180799,26.044201,-2.984600,8.848332,0
8,7,4,1.228801,26.044201,-2.984600,7.661308,0
9,7,4,3.638402,26.044201,-2.984600,5.113378,0
10,7,4,6.048002,26.044201,-2.984600,1.191947,0
0,8,4,-18.048002,28.453801,-2.984600,3.786605,0
1,8,4,-15.638402,28.453801,-2.984600,1.783930,0
2,8,4,-13.228801,28.453801,-2.984600,1.480604,0
3,8,4,-10.819201,28.453801,-2.984600,5.194809,0
4,8,4,-8.409600,28.453801,-2.984600,6.675194,0
5,8,4,-6.000000,28.453801,-2.984600,7.250843,0
6,8,4,-3.590400,28.453801,-2.984600,7.586647,0
7,8,4,-1.180799,28.453801,-2.984600,7.299724,0
8,8,4,1.228801,28.453801,-2.984600,5.858034,0
9,8,4,3.638402,28.453801,-2.984600,1.360583,0
10,8,4,6.048002,28.453801,-2.984600,2.108187,0
0,9,4,-18.048002,30.863402,-2.984600,4.950301,0
1,9,4,-15.638402,30.863402,-2.984600,3.165089,0
2,9,4,-13.228801,30.863402,-2.984600,2.461308,0
3,9,4,-10.819201,30.863402,-2.984600,0.748471,0
4,9,4,-8.409600,30.863402,-2.984600,3.524920,0
5,9,4,-6.000000,30.863402,-2.984600,4.300575,0
6,9,4,-3.590400,30.863402,-2.984600,4.805902,0
7,9,4,-1.180799,30.863402,-2.984600,4.356496,0
8,9,4,1.228801,30.863402,-2.984600,2.775490,0
9,9,4,3.638402,30.863402,-2.984600,3.554268,0
10,9,4,6.048002,30.863402,-2.984600,3.918006,0
0,10,4,-18.048002,33.273002,-2.984600,6.812040,0
1,10,4,-15.638402,33.273002,-2.984600,6.071849,0
2,10,4,-13.228801,33.273002,-2.984600,5.803218,0
3,10,4,-10.819201,33.273002,-2.984600,5.301721,0
4,10,4,-8.409600,33.273002,-2.984600,1.199614,0
5,10,4,-6.000000,33.273002,-2.984600,0.848267,0
6,10,4,-3.590400,33.273002,-2.984600,0.885305,0
7,10,4,-1.180799,33.273002,-2.984600,1.431736,0
8,10,4,1.228801,33.273002,-2.984600,6.467548,0
9,10,4,3.638402,33.273002,-2.984600,6.901125,0
10,10,4,6.048002,33.273002,-2.984600,7.083718,0
0,0,5,-18.048002,9.176998,-0.575000,7.205446,0
1,0,5,-15.638402,9.176998,-0.575000,5.581504,0
2,0,5,-13.228801,9.176998,-0.575000,4.169184,0
3,0,5,-10.819201,9.176998,-0.575000,3.033455,0
4,0,5,-8.409600,9.176998,-0.575000,2.244777,0
5,0,5,-6.000000,9.176998,-0.575000,1.858048,0
6,0,5,-3.590400,9.176998,-0.575000,1.894145,0
7,0,5,-1.180799,9.176998,-0.575000,2.351601,0
8,0,5,1.228801,9.176998,-0.575000,3.203926,0
9,0,5,3.638402,9.176998,-0.575000,4.391675,0
10,0,5,6.048002,9.176998,-0.575000,5.844228,0
0,1,5,-18.048002,11.586598,-0.575000,5.613789,0
1,1,5,-15.638402,11.586598,-0.575000,3.824242,0
2,1,5,-13.228801,11.586598,-0.575000,2.248295,0
3,1,5,-10.819201,11.586598,-0.575000,1.022192,0
4,1,5,-8.409600,11.586598,-0.575000,1.118867,0
5,1,5,-6.000000,11.586598,-0.575000,2.563580,0
6,1,5,-3.590400,11.586598,-0.575000,3.848524,0
7,1,5,-1.180799,11.586598,-0.575000,1.725697,0
8,1,5,1.228801,11.586598,-0.575000,1.200532,0
9,1,5,3.638402,11.586598,-0.575000,2.496708,0
10,1,5,6.048002,11.586598,-0.575000,4.115753,0
0,2,5,-18.048002,13.996199,-0.575000,4.239347,0
1,2,5,-15.638402,13.996199,-0.575000,2.287466,0
2,2,5,-13.228801,13.996199,-0.575000,0.582592,0
3,2,5,-10.819201,13.996199,-0.575000,4.451775,0
4,2,5,-8.409600,13.996199,-0.575000,6.305419,0
5,2,5,-6.000000,13.996199,-0.575000,6.616855,0
6,2,5,-3.590400,13.996199,-0.575000,7.593996,0
7,2,5,-1.180799,13.996199,-0.575000,7.100059,0
8,2,5,1.228801,13.996199,-0.575000,5.054981,0
9,2,5,3.638402,13.996199,-0.575000,0.934922,0
10,2,5,6.048002,13.996199,-0.575000,2.605728,0
0,3,5,-18.048002,16.405799,-0.575000,3.146017,0
1,3,5,-15.638402,16.405799,-0.575000,1.098040,0
2,3,5,-13.228801,16.405799,-0.575000,4.352659,0
3,3,5,-10.819201,16.405799,-0.575000,7.162428,0
4,3,5,-8.409600,16.405799,-0.575000,8.447799,0
5,3,5,-6.000000,16.405799,-0.575000,8.801435,0
6,3,5,-3.590400,16.405799,-0.575000,9.467364,0
7,3,5,-1.180799,16.405799,-0.575000,9.057699,0
8,3,5,1.228801,16.405799,-0.575000,7.757975,0
9,3,5,3.638402,16.405799,-0.575000,4.712811,0
10,3,5,6.048002,16.405799,-0.575000,1.417666,0
0,4,5,-18.048002,18.815400,-0.575000,2.401082,0
1,4,5,-15.638402,18.815400,-0.575000,0.477108,0
2,4,5,-13.228801,18.815400,-0.575000,6.259337,0
3,4,5,-10.819201,18.815400,-0.575000,8.507906,0
4,4,5,-8.409600,18.815400,-0.575000,9.686882,0
5,4,5,-6.000000,18.815400,-0.575000,10.136942,0
6,4,5,-3.590400,18.815400,-0.575000,10.509346,0
7,4,5,-1.180799,18.815400,-0.575000,10.097625,0
8,4,5,1.228801,18.815400,-0.575000,8.986790,0
9,4,5,3.638402,18.815400,-0.575000,6.732901,0
10,4,5,6.048002,18.815400,-0.575000,0.871990,0
0,5,5,-18.048002,21.225000,-0.575000,2.055932,0
1,5,5,-15.638402,21.225000,-0.575000,2.418349,0
2,5,5,-13.228801,21.225000,-0.575000,6.972034,0
3,5,5,-10.819201,21.225000,-0.575000,9.052693,0
4,5,5,-8.409600,21.225000,-0.575000,10.235228,0
5,5,5,-6.000000,21.225000,-0.575000,10.611673,0
6,5,5,-3.590400,21.225000,-0.575000,10.861147,0
7,5,5,-1.180799,21.225000,-0.575000,10.520169,0
8,5,5,1.228801,21.225000,-0.575000,9.451632,0
9,5,5,3.638402,21.225000,-0.575000,7.438116,0
10,5,5,6.048002,21.225000,-0.575000,1.849891,0
0,6,5,-18.048002,23.634600,-0.575000,2.131253,0
1,6,5,-15.638402,23.634600,-0.575000,2.045516,0
2,6,5,-13.228801,23.634600,-0.575000,6.822696,0
3,6,5,-10.819201,23.634600,-0.575000,8.937402,0
4,6,5,-8.409600,23.634600,-0.575000,10.115419,0
5,6,5,-6.000000,23.634600,-0.575000,10.892025,0
6,6,5,-3.590400,23.634600,-0.575000,10.959614,0
7,6,5,-1.180799,23.634600,-0.575000,10.430929,0
8,6,5,1.228801,23.634600,-0.575000,9.355699,0
9,6,5,3.638402,23.634600,-0.575000,7.292131,0
10,6,5,6.048002,23.634600,-0.575000,1.461587,0
0,7,5,-18.048002,26.044201,-0.575000,2.623023,0
1,7,5,-15.638402,26.044201,-0.575000,0.436996,0
2,7,5,-13.228801,26.044201,-0.575000,5.755572,0
3,7,5,-10.819201,26.044201,-0.575000,8.133761,0
4,7,5,-8.409600,26.044201,-0.575000,9.329600,0
5,7,5,-6.000000,26.044201,-0.575000,9.739125,0
6,7,5,-3.590400,26.044201,-0.575000,10.213396,0
7,7,5,-1.180799,26.044201,-0.575000,9.807165,0
8,7,5,1.228801,26.044201,-0.575000,8.654329,0
9,7,5,3.638402,26.044201,-0.575000,6.220586,0
10,7,5,6.048002,26.044201,-0.575000,0.926089,0
0,8,5,-18.048002,28.453801,-0.575000,3.499467,0
1,8,5,-15.638402,28.453801,-0.575000,1.335876,0
2,8,5,-13.228801,28.453801,-0.575000,3.096432,0
3,8,5,-10.819201,28.453801,-0.575000,6.414485,0
4,8,5,-8.409600,28.453801,-0.575000,7.805100,0
5,8,5,-6.000000,28.453801,-0.575000,8.141190,0
6,8,5,-3.590400,28.453801,-0.575000,8.916222,0
7,8,5,-1.180799,28.453801,-0.575000,8.490091,0
8,8,5,1.228801,28.453801,-0.575000,7.041866,0
9,8,5,3.638402,28.453801,-0.575000,3.167981,0
10,8,5,6.048002,28.453801,-0.575000,1.809422,0
0,9,5,-18.048002,30.863402,-0.575000,4.775822,0
1,9,5,-15.638402,30.863402,-0.575000,4.378861,0
2,9,5,-13.228801,30.863402,-0.575000,6.105934,0
3,9,5,-10.819201,30.863402,-0.575000,5.916341,0
4,9,5,-8.409600,30.863402,-0.575000,6.896511,0
5,9,5,-6.000000,30.863402,-0.575000,5.510810,0
6,9,5,-3.590400,30.863402,-0.575000,7.704866,0
7,9,5,-1.180799,30.863402,-0.575000,7.678377,0
8,9,5,1.228801,30.863402,-0.575000,7.385903,0
9,9,5,3.638402,30.863402,-0.575000,6.950692,0
10,9,5,6.048002,30.863402,-0.575000,5.356181,0
0,10,5,-18.048002,33.273002,-0.575000,7.507948,0
1,10,5,-15.638402,33.273002,-0.575000,8.003659,0
2,10,5,-13.228801,33.273002,-0.575000,9.665679,0
3,10,5,-10.819201,33.273002,-0.575000,11.931760,0
4,10,5,-8.409600,33.273002,-0.575000,14.358230,0
5,10,5,-6.000000,33.273002,-0.575000,15.694275,0
6,10,5,-3.590400,33.273002,-0.575000,16.470481,0
7,10,5,-1.180799,33.273002,-0.575000,14.907325,0
8,10,5,1.228801,33.273002,-0.575000,12.652619,0
9,10,5,3.638402,33.273002,-0.575000,10.558481,0
10,10,5,6.048002,33.273002,-0.575000,9.018182,0
0,0,6,-18.048002,9.176998,1.834600,7.287863,0
1,0,6,-15.638402,9.176998,1.834600,5.671723,0
2,0,6,-13.228801,9.176998,1.834600,4.267298,0
3,0,6,-10.819201,9.176998,1.834600,3.138503,0
4,0,6,-8.409600,9.176998,1.834600,2.354270,0
5,0,6,-6.000000,9.176998,1.834600,1.968946,0
6,0,6,-3.590400,9.176998,1.834600,2.004953,0
7,0,6,-1.180799,9.176998,1.834600,2.460568,0
8,0,6,1.228801,9.176998,1.834600,3.307927,0
9,0,6,3.638402,9.176998,1.834600,4.488478,0
10,0,6,6.048002,9.176998,1.834600,5.933095,0
0,1,6,-18.048002,11.586598,1.834600,5.703840,0
1,1,6,-15.638402,11.586598,1.834600,3.924431,0
2,1,6,-13.228801,11.586598,1.834600,2.357773,0
3,1,6,-10.819201,11.586598,1.834600,1.129344,0
4,1,6,-8.409600,11.586598,1.834600,0.625661,0
5,1,6,-6.000000,11.586598,1.834600,2.993135,0
6,1,6,-3.590400,11.586598,1.834600,3.468604,0
7,1,6,-1.180799,11.586598,1.834600,1.207045,0
8,1,6,1.228801,11.586598,1.834600,1.307111,0
9,1,6,3.638402,11.586598,1.834600,2.604906,0
10,1,6,6.048002,11.586598,1.834600,4.214186,0
0,2,6,-18.048002,13.996199,1.834600,4.337045,0
1,2,6,-15.638402,13.996199,1.834600,2.396755,0
2,2,6,-13.228801,13.996199,1.834600,0.739312,0
3,2,6,-10.819201,13.996199,1.834600,4.184035,0
4,2,6,-8.409600,13.996199,1.834600,6.279561,0
5,2,6,-6.000000,13.996199,1.834600,7.271466,0
6,2,6,-3.590400,13.996199,1.834600,7.707776,0
7,2,6,-1.180799,13.996199,1.834600,6.945506,0
8,2,6,1.228801,13.996199,1.834600,4.705368,0
9,2,6,3.638402,13.996199,1.834600,1.019336,0
10,2,6,6.048002,13.996199,1.834600,2.713317,0
0,3,6,-18.048002,16.405799,1.834600,3.250375,0
1,3,6,-15.638402,16.405799,1.834600,1.206019,0
2,3,6,-13.228801,16.405799,1.834600,4.047571,0
3,3,6,-10.819201,16.405799,1.834600,7.033984,0
4,3,6,-8.409600,16.405799,1.834600,8.536898,0
5,3,6,-6.000000,16.405799,1.834600,9.309831,0
6,3,6,-3.590400,16.405799,1.834600,9.622497,0
7,3,6,-1.180799,16.405799,1.834600,9.054555,0
8,3,6,1.228801,16.405799,1.834600,7.591158,0
9,3,6,3.638402,16.405799,1.834600,4.326113,0
10,3,6,6.048002,16.405799,1.834600,1.527694,0
0,4,6,-18.048002,18.815400,1.834600,2.509794,0
1,4,6,-15.638402,18.815400,1.834600,0.155710,0
2,4,6,-13.228801,18.815400,1.834600,6.054125,0
3,4,6,-10.819201,18.815400,1.834600,8.440722,0
4,4,6,-8.409600,18.815400,1.834600,9.773075,0
5,4,6,-6.000000,18.815400,1.834600,10.449088,0
6,4,6,-3.590400,18.815400,1.834600,10.637515,0
7,4,6,-1.180799,18.815400,1.834600,10.135822,0
8,4,6,1.228801,18.815400,1.834600,8.905755,0
9,4,6,3.638402,18.815400,1.834600,6.496745,0
10,4,6,6.048002,18.815400,1.834600,0.869836,0
0,5,6,-18.048002,21.225000,1.834600,2.166235,0
1,5,6,-15.638402,21.225000,1.834600,1.874669,0
2,5,6,-13.228801,21.225000,1.834600,6.792951,0
3,5,6,-10.819201,21.225000,1.834600,9.018809,0
4,5,6,-8.409600,21.225000,1.834600,10.302380,0
5,5,6,-6.000000,21.225000,1.834600,10.929467,0
6,5,6,-3.590400,21.225000,1.834600,11.035786,0
7,5,6,-1.180799,21.225000,1.834600,10.569415,0
8,5,6,1.228801,21.225000,1.834600,9.424809,0
9,5,6,3.638402,21.225000,1.834600,7.236749,0
10,5,6,6.048002,21.225000,1.834600,1.319657,0
0,6,6,-18.048002,23.634600,1.834600,2.241255,0
1,6,6,-15.638402,23.634600,1.834600,1.441603,0
2,6,6,-13.228801,23.634600,1.834600,6.638406,0
3,6,6,-10.819201,23.634600,1.834600,8.895597,0
4,6,6,-8.409600,23.634600,1.834600,10.188194,0
5,6,6,-6.000000,23.634600,1.834600,10.858407,0
6,6,6,-3.590400,23.634600,1.834600,10.968376,0
7,6,6,-1.180799,23.634600,1.834600,10.478162,0
8,6,6,1.228801,23.634600,1.834600,9.315392,0
9,6,6,3.638402,23.634600,1.834600,7.083865,0
10,6,6,6.048002,23.634600,1.834600,1.074710,0
0,7,6,-18.048002,26.044201,1.834600,2.730513,0
1,7,6,-15.638402,26.044201,1.834600,0.637966,0
2,7,6,-13.228801,26.044201,1.834600,5.529316,0
3,7,6,-10.819201,26.044201,1.834600,8.047845,0
4,7,6,-8.409600,26.044201,1.834600,9.421092,0
5,7,6,-6.000000,26.044201,1.834600,11.797372,0
6,7,6,-3.590400,26.044201,1.834600,10.488382,0
7,7,6,-1.180799,26.044201,1.834600,9.835701,0
8,7,6,1.228801,26.044201,1.834600,8.545457,0
9,7,6,3.638402,26.044201,1.834600,5.955682,0
10,7,6,6.048002,26.044201,1.834600,1.010236,0
0,8,6,-18.048002,28.453801,1.834600,3.601646,0
1,8,6,-15.638402,28.453801,1.834600,1.581118,0
2,8,6,-13.228801,28.453801,1.834600,2.667361,0
3,8,6,-10.819201,28.453801,1.834600,6.254056,0
4,8,6,-8.409600,28.453801,1.834600,7.881288,0
5,8,6,-6.000000,28.453801,1.834600,14.849140,0
6,8,6,-3.590400,28.453801,1.834600,12.264536,0
7,8,6,-1.180799,28.453801,1.834600,8.456739,0
8,8,6,1.228801,28.453801,1.834600,6.834096,0
9,8,6,3.638402,28.453801,1.834600,2.535287,0
10,8,6,6.048002,28.453801,1.834600,1.906168,0
0,9,6,-18.048002,30.863402,1.834600,4.769637,0
1,9,6,-15.638402,30.863402,1.834600,3.860544,0
2,9,6,-13.228801,30.863402,1.834600,5.009200,0
3,9,6,-10.819201,30.863402,1.834600,4.162678,0
4,9,6,-8.409600,30.863402,1.834600,5.024966,0
5,9,6,-6.000000,30.863402,1.834600,18.693113,0
6,9,6,-3.590400,30.863402,1.834600,15.250326,0
7,9,6,-1.180799,30.863402,1.834600,5.714158,0
8,9,6,1.228801,30.863402,1.834600,6.041809,0
9,9,6,3.638402,30.863402,1.834600,5.855543,0
10,9,6,6.048002,30.863402,1.834600,4.783829,0
0,10,6,-18.048002,33.273002,1.834600,7.255985,0
1,10,6,-15.638402,33.273002,1.834600,7.425394,0
2,10,6,-13.228801,33.273002,1.834600,8.716294,0
3,10,6,-10.819201,33.273002,1.834600,10.542680,0
4,10,6,-8.409600,33.273002,1.834600,11.361555,0
5,10,6,-6.000000,33.273002,1.834600,21.431625,0
6,10,6,-3.590400,33.273002,1.834600,22.599485,0
7,10,6,-1.180799,33.273002,1.834600,12.160547,0
8,10,6,1.228801,33.273002,1.834600,11.213897,0
9,10,6,3.638402,33.273002,1.834600,9.579172,0
10,10,6,6.048002,33.273002,1.834600,8.405795,0
0,0,7,-18.048002,9.176998,4.244201,7.680594,0
1,0,7,-15.638402,9.176998,4.244201,6.100651,0
2,0,7,-13.228801,9.176998,4.244201,4.732764,0
3,0,7,-10.819201,9.176998,4.244201,3.636448,0
4,0,7,-8.409600,9.176998,4.244201,2.874596,0
5,0,7,-6.000000,9.176998,4.244201,2.498533,0
6,0,7,-3.590400,9.176998,4.244201,2.533779,0
7,0,7,-1.180799,9.176998,4.244201,2.978022,0
8,0,7,1.228801,9.176998,4.244201,3.800897,0
9,0,7,3.638402,9.176998,4.244201,4.947867,0
10,0,7,6.048002,9.176998,4.244201,6.355761,0
0,1,7,-18.048002,11.586598,4.244201,6.131990,0
1,1,7,-15.638402,11.586598,4.244201,4.399535,0
2,1,7,-13.228801,11.586598,4.244201,2.878006,0
3,1,7,-10.819201,11.586598,4.244201,1.658745,0
4,1,7,-8.409600,11.586598,4.244201,0.868966,0
5,1,7,-6.000000,11.586598,4.244201,0.712404,0
6,1,7,-3.590400,11.586598,4.244201,0.853395,0
7,1,7,-1.180799,11.586598,4.244201,0.984621,0
8,1,7,1.228801,11.586598,4.244201,1.839427,0
9,1,7,3.638402,11.586598,4.244201,3.118338,0
10,1,7,6.048002,11.586598,4.244201,4.681128,0
0,2,7,-18.048002,13.996199,4.244201,4.800582,0
1,2,7,-15.638402,13.996199,4.244201,2.915945,0
2,2,7,-13.228801,13.996199,4.244201,1.276054,0
3,2,7,-10.819201,13.996199,4.244201,2.240295,0
4,2,7,-8.409600,13.996199,4.244201,5.159615,0
5,2,7,-6.000000,13.996199,4.244201,6.302078,0
6,2,7,-3.590400,13.996199,4.244201,6.500488,0
7,2,7,-1.180799,13.996199,4.244201,5.581796,0
8,2,7,1.228801,13.996199,4.244201,2.220796,0
9,2,7,3.638402,13.996199,4.244201,1.526829,0
10,2,7,6.048002,13.996199,4.244201,3.223660,0
0,3,7,-18.048002,16.405799,4.244201,3.745033,0
1,3,7,-15.638402,16.405799,4.244201,1.738118,0
2,3,7,-13.228801,16.405799,4.244201,1.974813,0
3,3,7,-10.819201,16.405799,4.244201,5.986140,0
4,3,7,-8.409600,16.405799,4.244201,7.712605,0
5,3,7,-6.000000,16.405799,4.244201,8.552866,0
6,3,7,-3.590400,16.405799,4.244201,8.711477,0
7,3,7,-1.180799,16.405799,4.244201,8.093380,0
8,3,7,1.228801,16.405799,4.244201,6.424668,0
9,3,7,3.638402,16.405799,4.244201,1.633573,0
10,3,7,6.048002,16.405799,4.244201,2.062685,0
0,4,7,-18.048002,18.815400,4.244201,3.025892,0
1,4,7,-15.638402,18.815400,4.244201,0.975824,0
2,4,7,-13.228801,18.815400,4.244201,4.793982,0
3,4,7,-10.819201,18.815400,4.244201,7.556852,0
4,4,7,-8.409600,18.815400,4.244201,9.022214,0
5,4,7,-6.000000,18.815400,4.244201,9.746718,0
6,4,7,-3.590400,18.815400,4.244201,9.861370,0
7,4,7,-1.180799,18.815400,4.244201,9.322967,0
8,4,7,1.228801,18.815400,4.244201,7.965946,0
9,4,7,3.638402,18.815400,4.244201,5.070988,0
10,4,7,6.048002,18.815400,4.244201,1.293370,0
0,5,7,-18.048002,21.225000,4.244201,2.691364,0
1,5,7,-15.638402,21.225000,4.244201,0.578441,0
2,5,7,-13.228801,21.225000,4.244201,5.675237,0
3,5,7,-10.819201,21.225000,4.244201,8.180759,0
4,5,7,-8.409600,21.225000,4.244201,9.564720,0
5,5,7,-6.000000,21.225000,4.244201,10.244320,0
6,5,7,-3.590400,21.225000,4.244201,10.332213,0
7,5,7,-1.180799,21.225000,4.244201,9.817026,0
8,5,7,1.228801,21.225000,4.244201,8.557112,0
9,5,7,3.638402,21.225000,4.244201,6.016308,0
10,5,7,6.048002,21.225000,4.244201,0.978041,0
0,6,7,-18.048002,23.634600,4.244201,2.764518,0
1,6,7,-15.638402,23.634600,4.244201,0.688198,0
2,6,7,-13.228801,23.634600,4.244201,5.494264,0
3,6,7,-10.819201,23.634600,4.244201,8.048698,0
4,6,7,-8.409600,23.634600,4.244201,9.448930,0
5,6,7,-6.000000,23.634600,4.244201,10.138033,0
6,6,7,-3.590400,23.634600,4.244201,10.232275,0
7,6,7,-1.180799,23.634600,4.244201,9.712544,0
8,6,7,1.228801,23.634600,4.244201,8.432999,0
9,6,7,3.638402,23.634600,4.244201,5.826191,0
10,6,7,6.048002,23.634600,4.244201,1.040029,0
0,7,7,-18.048002,26.044201,4.244201,3.240362,0
1,7,7,-15.638402,26.044201,4.244201,1.195987,0
2,7,7,-13.228801,26.044201,4.244201,4.136559,0
3,7,7,-10.819201,26.044201,4.244201,7.126334,0
4,7,7,-8.409600,26.044201,4.244201,8.654743,0
5,7,7,-6.000000,26.044201,4.244201,11.792049,0
6,7,7,-3.590400,26.044201,4.244201,11.391447,0
7,7,7,-1.180799,26.044201,4.244201,8.982600,0
8,7,7,1.228801,26.044201,4.244201,7.551096,0
9,7,7,3.638402,26.044201,4.244201,4.323805,0
10,7,7,6.048002,26.044201,4.244201,1.517025,0
0,8,7,-18.048002,28.453801,4.244201,4.086036,0
1,8,7,-15.638402,28.453801,4.244201,2.116269,0
2,8,7,-13.228801,28.453801,4.244201,0.332982,0
3,8,7,-10.819201,28.453801,4.244201,5.070113,0
4,8,7,-8.409600,28.453801,4.244201,9.225238,0
5,8,7,-6.000000,28.453801,4.244201,16.279530,0
6,8,7,-3.590400,28.453801,4.244201,15.750799,0
7,8,7,-1.180799,28.453801,4.244201,8.268112,0
8,8,7,1.228801,28.453801,4.244201,5.485740,0
9,8,7,3.638402,28.453801,4.244201,0.842095,0
10,8,7,6.048002,28.453801,4.244201,2.436982,0
